date,family,sales,onpromotion
2013-01-04,BEAUTY,3.0,0
2013-01-04,BEVERAGES,1146.0,0
2013-01-04,BOOKS,0.0,0
2013-01-04,BREAD/BAKERY,299.012,0
2013-01-04,CELEBRATION,0.0,0
2013-01-04,CLEANING,958.0,0
2013-01-04,DAIRY,480.0,0
2013-01-04,DELI,231.37400000000002,0
2013-01-04,EGGS,188.0,0
2013-01-04,FROZEN FOODS,75.62,0
2013-01-04,GROCERY I,2697.0,0
2013-01-04,GROCERY II,36.0,0
2013-01-04,HARDWARE,0.0,0
2013-01-04,HOME AND KITCHEN I,0.0,0
2013-01-04,HOME AND KITCHEN II,0.0,0
2013-01-04,HOME APPLIANCES,0.0,0
2013-01-04,HOME CARE,0.0,0
2013-01-04,LADIESWEAR,0.0,0
2013-01-04,LAWN AND GARDEN,2.0,0
2013-01-04,LINGERIE,17.0,0
2013-01-04,"LIQUOR,WINE,BEER",80.0,0
2013-01-04,MAGAZINES,0.0,0
2013-01-04,MEATS,689.216,0
2013-01-04,PERSONAL CARE,188.0,0
2013-01-04,PET SUPPLIES,0.0,0
2013-01-04,PLAYERS AND ELECTRONICS,0.0,0
2013-01-04,POULTRY,305.019,0
2013-01-04,PREPARED FOODS,78.303,0
2013-01-04,PRODUCE,0.0,0
2013-01-04,SCHOOL AND OFFICE SUPPLIES,0.0,0
2013-01-04,SEAFOOD,49.833,0
2013-01-05,AUTOMOTIVE,5.0,0
2013-01-05,BABY CARE,0.0,0
2013-01-05,BEAUTY,9.0,0
2013-01-05,BEVERAGES,1581.0,0
2013-01-05,BOOKS,0.0,0
2013-01-05,BREAD/BAKERY,385.333,0
2013-01-05,CELEBRATION,0.0,0
2013-01-05,CLEANING,1284.0,0
2013-01-05,DAIRY,620.0,0
2013-01-05,DELI,247.81099999999998,0
2013-01-05,EGGS,225.0,0
2013-01-05,FROZEN FOODS,120.491,0
2013-01-05,GROCERY I,3545.0,0
2013-01-05,GROCERY II,35.0,0
2013-01-05,HARDWARE,0.0,0
2013-01-05,HOME AND KITCHEN I,0.0,0
2013-01-05,HOME AND KITCHEN II,0.0,0
2013-01-05,HOME APPLIANCES,0.0,0
2013-01-05,HOME CARE,0.0,0
2013-01-05,LADIESWEAR,0.0,0
2013-01-05,LAWN AND GARDEN,13.0,0
2013-01-05,LINGERIE,31.0,0
2013-01-05,"LIQUOR,WINE,BEER",105.0,0
2013-01-05,MAGAZINES,0.0,0
2013-01-05,MEATS,578.1569999999999,0
2013-01-05,PERSONAL CARE,245.0,0
2013-01-05,PET SUPPLIES,0.0,0
2013-01-05,PLAYERS AND ELECTRONICS,0.0,0
2013-01-05,POULTRY,383.7,0
2013-01-05,PREPARED FOODS,82.11200000000001,0
2013-01-05,PRODUCE,0.0,0
2013-01-05,SCHOOL AND OFFICE SUPPLIES,0.0,0
2013-01-05,SEAFOOD,43.961999999999996,0
2013-01-06,AUTOMOTIVE,6.0,0
2013-01-06,BABY CARE,0.0,0
2013-01-06,BEAUTY,6.0,0
2013-01-06,BEVERAGES,1900.0,0
2013-01-06,BOOKS,0.0,0
2013-01-06,BREAD/BAKERY,584.702,0
2013-01-06,CELEBRATION,0.0,0
2013-01-06,CLEANING,1295.0,0
2013-01-06,DAIRY,645.0,0
2013-01-06,DELI,263.58,0
2013-01-06,EGGS,271.0,0
2013-01-06,FROZEN FOODS,132.916,0
2013-01-06,GROCERY I,3799.0,0
2013-01-06,GROCERY II,48.0,0
2013-01-06,HARDWARE,3.0,0
2013-01-06,HOME AND KITCHEN I,0.0,0
2013-01-06,HOME AND KITCHEN II,0.0,0
2013-01-06,HOME APPLIANCES,0.0,0
2013-01-06,HOME CARE,0.0,0
2013-01-06,LADIESWEAR,0.0,0
2013-01-06,LAWN AND GARDEN,14.0,0
2013-01-06,LINGERIE,23.0,0
2013-01-06,"LIQUOR,WINE,BEER",0.0,0
2013-01-06,MAGAZINES,0.0,0
2013-01-06,MEATS,532.903,0
2013-01-06,PERSONAL CARE,266.0,0
2013-01-06,PET SUPPLIES,0.0,0
2013-01-06,PLAYERS AND ELECTRONICS,0.0,0
2013-01-06,POULTRY,389.66900000000004,0
2013-01-06,PREPARED FOODS,119.359,0
2013-01-06,PRODUCE,0.0,0
2013-01-06,SCHOOL AND OFFICE SUPPLIES,0.0,0
2013-01-06,SEAFOOD,23.259,0
2013-01-07,AUTOMOTIVE,4.0,0
2013-01-07,BABY CARE,0.0,0
2013-01-07,BEAUTY,4.0,0
2013-01-07,BEVERAGES,1038.0,0
2013-01-07,BOOKS,0.0,0
2013-01-07,BREAD/BAKERY,360.931,0
2013-01-07,CELEBRATION,0.0,0
2013-01-07,CLEANING,813.0,0
2013-01-07,DAIRY,384.0,0
2013-01-07,DELI,146.963,0
2013-01-07,EGGS,159.0,0
2013-01-07,FROZEN FOODS,79.0,0
2013-01-07,GROCERY I,2561.0,0
2013-01-07,GROCERY II,10.0,0
2013-01-07,HARDWARE,0.0,0
2013-01-07,HOME AND KITCHEN I,0.0,0
2013-01-07,HOME AND KITCHEN II,0.0,0
2013-01-07,HOME APPLIANCES,0.0,0
2013-01-07,HOME CARE,0.0,0
2013-01-07,LADIESWEAR,0.0,0
2013-01-07,LAWN AND GARDEN,3.0,0
2013-01-07,LINGERIE,17.0,0
2013-01-07,"LIQUOR,WINE,BEER",33.0,0
2013-01-07,MAGAZINES,0.0,0
2013-01-07,MEATS,549.981,0
2013-01-07,PERSONAL CARE,191.0,0
2013-01-07,PET SUPPLIES,0.0,0
2013-01-07,PLAYERS AND ELECTRONICS,0.0,0
2013-01-07,POULTRY,255.37900000000002,0
2013-01-07,PREPARED FOODS,46.316,0
2013-01-07,PRODUCE,0.0,0
2013-01-07,SCHOOL AND OFFICE SUPPLIES,0.0,0
2013-01-07,SEAFOOD,20.401,0
2013-01-08,AUTOMOTIVE,1.0,0
2013-01-08,BABY CARE,0.0,0
2013-01-08,BEAUTY,4.0,0
2013-01-08,BEVERAGES,1000.0,0
2013-01-08,BOOKS,0.0,0
2013-01-08,BREAD/BAKERY,299.29102,0
2013-01-08,CELEBRATION,0.0,0
2013-01-08,CLEANING,747.0,0
2013-01-08,DAIRY,436.0,0
2013-01-08,DELI,141.013,0
2013-01-08,EGGS,130.0,0
2013-01-08,FROZEN FOODS,77.0,0
2013-01-08,GROCERY I,2252.0,0
2013-01-08,GROCERY II,28.0,0
2013-01-08,HARDWARE,0.0,0
2013-01-08,HOME AND KITCHEN I,0.0,0
2013-01-08,HOME AND KITCHEN II,0.0,0
2013-01-08,HOME APPLIANCES,0.0,0
2013-01-08,HOME CARE,0.0,0
2013-01-08,LADIESWEAR,0.0,0
2013-01-08,LAWN AND GARDEN,5.0,0
2013-01-08,LINGERIE,27.0,0
2013-01-08,"LIQUOR,WINE,BEER",41.0,0
2013-01-08,MAGAZINES,0.0,0
2013-01-08,MEATS,470.653,0
2013-01-08,PERSONAL CARE,162.0,0
2013-01-08,PET SUPPLIES,0.0,0
2013-01-08,PLAYERS AND ELECTRONICS,0.0,0
2013-01-08,POULTRY,200.62599,0
2013-01-08,PREPARED FOODS,71.665,0
2013-01-08,PRODUCE,0.0,0
2013-01-08,SCHOOL AND OFFICE SUPPLIES,0.0,0
2013-01-08,SEAFOOD,16.319000000000003,0
2013-01-09,AUTOMOTIVE,1.0,0
2013-01-09,BABY CARE,0.0,0
2013-01-09,BEAUTY,6.0,0
2013-01-09,BEVERAGES,964.0,0
2013-01-09,BOOKS,0.0,0
2013-01-09,BREAD/BAKERY,306.92902000000004,0
2013-01-09,CELEBRATION,0.0,0
2013-01-09,CLEANING,911.0,0
2013-01-09,DAIRY,507.0,0
2013-01-09,DELI,153.76,0
2013-01-09,EGGS,143.0,0
2013-01-09,FROZEN FOODS,63.0,0
2013-01-09,GROCERY I,2576.0,0
2013-01-09,GROCERY II,15.0,0
2013-01-09,HARDWARE,0.0,0
2013-01-09,HOME AND KITCHEN I,0.0,0
2013-01-09,HOME AND KITCHEN II,0.0,0
2013-01-09,HOME APPLIANCES,0.0,0
2013-01-09,HOME CARE,0.0,0
2013-01-09,LADIESWEAR,0.0,0
2013-01-09,LAWN AND GARDEN,10.0,0
2013-01-09,LINGERIE,14.0,0
2013-01-09,"LIQUOR,WINE,BEER",24.0,0
2013-01-09,MAGAZINES,0.0,0
2013-01-09,MEATS,477.222,0
2013-01-09,PERSONAL CARE,214.0,0
2013-01-09,PET SUPPLIES,0.0,0
2013-01-09,PLAYERS AND ELECTRONICS,0.0,0
2013-01-09,POULTRY,275.285,0
2013-01-09,PREPARED FOODS,61.961000000000006,0
2013-01-09,PRODUCE,0.0,0
2013-01-09,SCHOOL AND OFFICE SUPPLIES,0.0,0
2013-01-09,SEAFOOD,17.359,0
2013-01-10,AUTOMOTIVE,2.0,0
2013-01-10,BABY CARE,0.0,0
2013-01-10,BEAUTY,4.0,0
2013-01-10,BEVERAGES,1011.0,0
2013-01-10,BOOKS,0.0,0
2013-01-10,BREAD/BAKERY,231.364,0
2013-01-10,CELEBRATION,0.0,0
2013-01-10,CLEANING,770.0,0
2013-01-10,DAIRY,404.0,0
2013-01-10,DELI,155.912,0
2013-01-10,EGGS,129.0,0
2013-01-10,FROZEN FOODS,47.632,0
2013-01-10,GROCERY I,1870.0,0
2013-01-10,GROCERY II,14.0,0
2013-01-10,HARDWARE,1.0,0
2013-01-10,HOME AND KITCHEN I,0.0,0
2013-01-10,HOME AND KITCHEN II,0.0,0
2013-01-10,HOME APPLIANCES,0.0,0
2013-01-10,HOME CARE,0.0,0
2013-01-10,LADIESWEAR,0.0,0
2013-01-10,LAWN AND GARDEN,12.0,0
2013-01-10,LINGERIE,16.0,0
2013-01-10,"LIQUOR,WINE,BEER",43.0,0
2013-01-10,MAGAZINES,0.0,0
2013-01-10,MEATS,473.385,0
2013-01-10,PERSONAL CARE,113.0,0
2013-01-10,PET SUPPLIES,0.0,0
2013-01-10,PLAYERS AND ELECTRONICS,0.0,0
2013-01-10,POULTRY,188.69301000000002,0
2013-01-10,PREPARED FOODS,60.527,0
2013-01-10,PRODUCE,0.0,0
2013-01-10,SCHOOL AND OFFICE SUPPLIES,0.0,0
2013-01-10,SEAFOOD,18.523,0
2013-01-11,AUTOMOTIVE,5.0,0
2013-01-11,BABY CARE,0.0,0
2013-01-11,BEAUTY,2.0,0
2013-01-11,BEVERAGES,1259.0,0
2013-01-11,BOOKS,0.0,0
2013-01-11,BREAD/BAKERY,282.92902000000004,0
2013-01-11,CELEBRATION,0.0,0
2013-01-11,CLEANING,747.0,0
2013-01-11,DAIRY,424.0,0
2013-01-11,DELI,200.62599999999998,0
2013-01-11,EGGS,130.0,0
2013-01-11,FROZEN FOODS,86.51,0
2013-01-11,GROCERY I,2117.0,0
2013-01-11,GROCERY II,19.0,0
2013-01-11,HARDWARE,0.0,0
2013-01-11,HOME AND KITCHEN I,0.0,0
2013-01-11,HOME AND KITCHEN II,0.0,0
2013-01-11,HOME APPLIANCES,0.0,0
2013-01-11,HOME CARE,0.0,0
2013-01-11,LADIESWEAR,0.0,0
2013-01-11,LAWN AND GARDEN,2.0,0
2013-01-11,LINGERIE,18.0,0
2013-01-11,"LIQUOR,WINE,BEER",72.0,0
2013-01-11,MAGAZINES,0.0,0
2013-01-11,MEATS,583.78796,0
2013-01-11,PERSONAL CARE,125.0,0
2013-01-11,PET SUPPLIES,0.0,0
2013-01-11,PLAYERS AND ELECTRONICS,0.0,0
2013-01-11,POULTRY,267.267,0
2013-01-11,PREPARED FOODS,81.544,0
2013-01-11,PRODUCE,0.0,0
2013-01-11,SCHOOL AND OFFICE SUPPLIES,0.0,0
2013-01-11,SEAFOOD,37.121002000000004,0
2013-01-12,AUTOMOTIVE,7.0,0
2013-01-12,BABY CARE,0.0,0
2013-01-12,BEAUTY,4.0,0
2013-01-12,BEVERAGES,1565.0,0
2013-01-12,BOOKS,0.0,0
2013-01-12,BREAD/BAKERY,365.839,0
2013-01-12,CELEBRATION,0.0,0
2013-01-12,CLEANING,993.0,0
2013-01-12,DAIRY,560.0,0
2013-01-12,DELI,180.56799999999998,0
2013-01-12,EGGS,196.0,0
2013-01-12,FROZEN FOODS,126.973,0
2013-01-12,GROCERY I,2866.0,0
2013-01-12,GROCERY II,28.0,0
2013-01-12,HARDWARE,0.0,0
2013-01-12,HOME AND KITCHEN I,0.0,0
2013-01-12,HOME AND KITCHEN II,0.0,0
2013-01-12,HOME APPLIANCES,0.0,0
2013-01-12,HOME CARE,0.0,0
2013-01-12,LADIESWEAR,0.0,0
2013-01-12,LAWN AND GARDEN,2.0,0
2013-01-12,LINGERIE,28.0,0
2013-01-12,"LIQUOR,WINE,BEER",146.0,0
2013-01-12,MAGAZINES,0.0,0
2013-01-12,MEATS,514.734,0
2013-01-12,PERSONAL CARE,194.0,0
2013-01-12,PET SUPPLIES,0.0,0
2013-01-12,PLAYERS AND ELECTRONICS,0.0,0
2013-01-12,POULTRY,293.71,0
2013-01-12,PREPARED FOODS,118.97200000000001,0
2013-01-12,PRODUCE,0.0,0
2013-01-12,SCHOOL AND OFFICE SUPPLIES,0.0,0
2013-01-12,SEAFOOD,25.204,0
2013-01-13,AUTOMOTIVE,4.0,0
2013-01-13,BABY CARE,0.0,0
2013-01-13,BEAUTY,2.0,0
2013-01-13,BEVERAGES,1779.0,0
2013-01-13,BOOKS,0.0,0
2013-01-13,BREAD/BAKERY,568.007,0
2013-01-13,CELEBRATION,0.0,0
2013-01-13,CLEANING,1231.0,0
2013-01-13,DAIRY,550.0,0
2013-01-13,DELI,286.457,0
2013-01-13,EGGS,264.0,0
2013-01-13,FROZEN FOODS,142.0,0
2013-01-13,GROCERY I,3777.0,0
2013-01-13,GROCERY II,17.0,0
2013-01-13,HARDWARE,0.0,0
2013-01-13,HOME AND KITCHEN I,0.0,0
2013-01-13,HOME AND KITCHEN II,0.0,0
2013-01-13,HOME APPLIANCES,0.0,0
2013-01-13,HOME CARE,0.0,0
2013-01-13,LADIESWEAR,0.0,0
2013-01-13,LAWN AND GARDEN,9.0,0
2013-01-13,LINGERIE,32.0,0
2013-01-13,"LIQUOR,WINE,BEER",0.0,0
2013-01-13,MAGAZINES,0.0,0
2013-01-13,MEATS,600.295,0
2013-01-13,PERSONAL CARE,254.0,0
2013-01-13,PET SUPPLIES,0.0,0
2013-01-13,PLAYERS AND ELECTRONICS,0.0,0
2013-01-13,POULTRY,374.659,0
2013-01-13,PREPARED FOODS,103.333,0
2013-01-13,PRODUCE,0.0,0
2013-01-13,SCHOOL AND OFFICE SUPPLIES,0.0,0
2013-01-13,SEAFOOD,35.437,0
2013-01-14,AUTOMOTIVE,1.0,0
2013-01-14,BABY CARE,0.0,0
2013-01-14,BEAUTY,3.0,0
2013-01-14,BEVERAGES,1131.0,0
2013-01-14,BOOKS,0.0,0
2013-01-14,BREAD/BAKERY,335.78,0
2013-01-14,CELEBRATION,0.0,0
2013-01-14,CLEANING,793.0,0
2013-01-14,DAIRY,352.0,0
2013-01-14,DELI,158.892,0
2013-01-14,EGGS,140.0,0
2013-01-14,FROZEN FOODS,82.8,0
2013-01-14,GROCERY I,2053.0,0
2013-01-14,GROCERY II,17.0,0
2013-01-14,HARDWARE,0.0,0
2013-01-14,HOME AND KITCHEN I,0.0,0
2013-01-14,HOME AND KITCHEN II,0.0,0
2013-01-14,HOME APPLIANCES,0.0,0
2013-01-14,HOME CARE,0.0,0
2013-01-14,LADIESWEAR,0.0,0
2013-01-14,LAWN AND GARDEN,0.0,0
2013-01-14,LINGERIE,46.0,0
2013-01-14,"LIQUOR,WINE,BEER",19.0,0
2013-01-14,MAGAZINES,0.0,0
2013-01-14,MEATS,405.733,0
2013-01-14,PERSONAL CARE,143.0,0
2013-01-14,PET SUPPLIES,0.0,0
2013-01-14,PLAYERS AND ELECTRONICS,0.0,0
2013-01-14,POULTRY,189.92700000000002,0
2013-01-14,PREPARED FOODS,68.935,0
2013-01-14,PRODUCE,0.0,0
2013-01-14,SCHOOL AND OFFICE SUPPLIES,0.0,0
2013-01-14,SEAFOOD,22.95,0
2013-01-15,AUTOMOTIVE,0.0,0
2013-01-15,BABY CARE,0.0,0
2013-01-15,BEAUTY,4.0,0
2013-01-15,BEVERAGES,852.0,0
2013-01-15,BOOKS,0.0,0
2013-01-15,BREAD/BAKERY,244.40900000000002,0
2013-01-15,CELEBRATION,0.0,0
2013-01-15,CLEANING,854.0,0
2013-01-15,DAIRY,334.0,0
2013-01-15,DELI,152.29199,0
2013-01-15,EGGS,117.0,0
2013-01-15,FROZEN FOODS,52.0,0
2013-01-15,GROCERY I,2153.0,0
2013-01-15,GROCERY II,12.0,0
2013-01-15,HARDWARE,1.0,0
2013-01-15,HOME AND KITCHEN I,0.0,0
2013-01-15,HOME AND KITCHEN II,0.0,0
2013-01-15,HOME APPLIANCES,0.0,0
2013-01-15,HOME CARE,0.0,0
2013-01-15,LADIESWEAR,0.0,0
2013-01-15,LAWN AND GARDEN,5.0,0
2013-01-15,LINGERIE,33.0,0
2013-01-15,"LIQUOR,WINE,BEER",50.0,0
2013-01-15,MAGAZINES,0.0,0
2013-01-15,MEATS,499.735,0
2013-01-15,PERSONAL CARE,130.0,0
2013-01-15,PET SUPPLIES,0.0,0
2013-01-15,PLAYERS AND ELECTRONICS,0.0,0
2013-01-15,POULTRY,253.46901,0
2013-01-15,PREPARED FOODS,64.862,0
2013-01-15,PRODUCE,0.0,0
2013-01-15,SCHOOL AND OFFICE SUPPLIES,0.0,0
2013-01-15,SEAFOOD,29.748,0
2013-01-16,AUTOMOTIVE,3.0,0
2013-01-16,BABY CARE,0.0,0
2013-01-16,BEAUTY,5.0,0
2013-01-16,BEVERAGES,976.0,0
2013-01-16,BOOKS,0.0,0
2013-01-16,BREAD/BAKERY,334.92699999999996,0
2013-01-16,CELEBRATION,0.0,0
2013-01-16,CLEANING,882.0,0
2013-01-16,DAIRY,464.0,0
2013-01-16,DELI,161.695,0
2013-01-16,EGGS,193.0,0
2013-01-16,FROZEN FOODS,70.0,0
2013-01-16,GROCERY I,2864.0,0
2013-01-16,GROCERY II,11.0,0
2013-01-16,HARDWARE,1.0,0
2013-01-16,HOME AND KITCHEN I,0.0,0
2013-01-16,HOME AND KITCHEN II,0.0,0
2013-01-16,HOME APPLIANCES,0.0,0
2013-01-16,HOME CARE,0.0,0
2013-01-16,LADIESWEAR,0.0,0
2013-01-16,LAWN AND GARDEN,11.0,0
2013-01-16,LINGERIE,7.0,0
2013-01-16,"LIQUOR,WINE,BEER",65.0,0
2013-01-16,MAGAZINES,0.0,0
2013-01-16,MEATS,557.73,0
2013-01-16,PERSONAL CARE,201.0,0
2013-01-16,PET SUPPLIES,0.0,0
2013-01-16,PLAYERS AND ELECTRONICS,0.0,0
2013-01-16,POULTRY,212.293,0
2013-01-16,PREPARED FOODS,87.88600000000001,0
2013-01-16,PRODUCE,0.0,0
2013-01-16,SCHOOL AND OFFICE SUPPLIES,0.0,0
2013-01-16,SEAFOOD,37.967,0
2013-01-17,AUTOMOTIVE,4.0,0
2013-01-17,BABY CARE,0.0,0
2013-01-17,BEAUTY,2.0,0
2013-01-17,BEVERAGES,978.0,0
2013-01-17,BOOKS,0.0,0
2013-01-17,BREAD/BAKERY,299.468,0
2013-01-17,CELEBRATION,0.0,0
2013-01-17,CLEANING,759.0,0
2013-01-17,DAIRY,329.0,0
2013-01-17,DELI,176.017,0
2013-01-17,EGGS,136.0,0
2013-01-17,FROZEN FOODS,89.238,0
2013-01-17,GROCERY I,2060.0,0
2013-01-17,GROCERY II,24.0,0
2013-01-17,HARDWARE,0.0,0
2013-01-17,HOME AND KITCHEN I,0.0,0
2013-01-17,HOME AND KITCHEN II,0.0,0
2013-01-17,HOME APPLIANCES,0.0,0
2013-01-17,HOME CARE,0.0,0
2013-01-17,LADIESWEAR,0.0,0
2013-01-17,LAWN AND GARDEN,10.0,0
2013-01-17,LINGERIE,18.0,0
2013-01-17,"LIQUOR,WINE,BEER",51.0,0
2013-01-17,MAGAZINES,0.0,0
2013-01-17,MEATS,395.59702000000004,0
2013-01-17,PERSONAL CARE,123.0,0
2013-01-17,PET SUPPLIES,0.0,0
2013-01-17,PLAYERS AND ELECTRONICS,0.0,0
2013-01-17,POULTRY,144.385,0
2013-01-17,PREPARED FOODS,90.419,0
2013-01-17,PRODUCE,0.0,0
2013-01-17,SCHOOL AND OFFICE SUPPLIES,0.0,0
2013-01-17,SEAFOOD,17.077,0
2013-01-18,AUTOMOTIVE,2.0,0
2013-01-18,BABY CARE,0.0,0
2013-01-18,BEAUTY,3.0,0
2013-01-18,BEVERAGES,1258.0,0
2013-01-18,BOOKS,0.0,0
2013-01-18,BREAD/BAKERY,324.033,0
2013-01-18,CELEBRATION,0.0,0
2013-01-18,CLEANING,920.0,0
2013-01-18,DAIRY,454.0,0
2013-01-18,DELI,239.112,0
2013-01-18,EGGS,160.0,0
2013-01-18,FROZEN FOODS,120.06,0
2013-01-18,GROCERY I,2584.0,0
2013-01-18,GROCERY II,24.0,0
2013-01-18,HARDWARE,1.0,0
2013-01-18,HOME AND KITCHEN I,0.0,0
2013-01-18,HOME AND KITCHEN II,0.0,0
2013-01-18,HOME APPLIANCES,0.0,0
2013-01-18,HOME CARE,0.0,0
2013-01-18,LADIESWEAR,0.0,0
2013-01-18,LAWN AND GARDEN,1.0,0
2013-01-18,LINGERIE,26.0,0
2013-01-18,"LIQUOR,WINE,BEER",97.0,0
2013-01-18,MAGAZINES,0.0,0
2013-01-18,MEATS,668.4810000000001,0
2013-01-18,PERSONAL CARE,172.0,0
2013-01-18,PET SUPPLIES,0.0,0
2013-01-18,PLAYERS AND ELECTRONICS,0.0,0
2013-01-18,POULTRY,303.92400000000004,0
2013-01-18,PREPARED FOODS,58.748000000000005,0
2013-01-18,PRODUCE,0.0,0
2013-01-18,SCHOOL AND OFFICE SUPPLIES,0.0,0
2013-01-18,SEAFOOD,23.135,0
2013-01-19,AUTOMOTIVE,14.0,0
2013-01-19,BABY CARE,0.0,0
2013-01-19,BEAUTY,6.0,0
2013-01-19,BEVERAGES,1606.0,0
2013-01-19,BOOKS,0.0,0
2013-01-19,BREAD/BAKERY,427.591,0
2013-01-19,CELEBRATION,0.0,0
2013-01-19,CLEANING,1057.0,0
2013-01-19,DAIRY,536.0,0
2013-01-19,DELI,228.61599999999999,0
2013-01-19,EGGS,208.0,0
2013-01-19,FROZEN FOODS,116.945,0
2013-01-19,GROCERY I,3242.0,0
2013-01-19,GROCERY II,33.0,0
2013-01-19,HARDWARE,1.0,0
2013-01-19,HOME AND KITCHEN I,0.0,0
2013-01-19,HOME AND KITCHEN II,0.0,0
2013-01-19,HOME APPLIANCES,0.0,0
2013-01-19,HOME CARE,0.0,0
2013-01-19,LADIESWEAR,0.0,0
2013-01-19,LAWN AND GARDEN,6.0,0
2013-01-19,LINGERIE,22.0,0
2013-01-19,"LIQUOR,WINE,BEER",158.0,0
2013-01-19,MAGAZINES,0.0,0
2013-01-19,MEATS,522.878,0
2013-01-19,PERSONAL CARE,256.0,0
2013-01-19,PET SUPPLIES,0.0,0
2013-01-19,PLAYERS AND ELECTRONICS,0.0,0
2013-01-19,POULTRY,328.36199999999997,0
2013-01-19,PREPARED FOODS,93.796,0
2013-01-19,PRODUCE,0.0,0
